pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
1333,3,AT3G62180,23019584,23020598,-,AT3G62190,23021025,23022773,+,427,arabidopsis,4858,0.057892954,,,
1334,3,AT3G62220,23029018,23031155,-,AT3G62230,23031531,23033146,+,376,arabidopsis,5827,-0.021786976,,,
1335,3,AT3G62240,23033355,23036808,-,AT3G62250,23037018,23038009,+,210,arabidopsis,26181,-0.546632622,,,
1336,3,AT3G62280,23049324,23051309,-,AT3G62290,23051544,23053893,+,235,arabidopsis,17224,0.121982532,,,
1337,3,AT3G62390,23086989,23089357,-,AT3G62400,23089596,23090821,+,239,arabidopsis,24090,0.023616932,,,
1338,3,AT3G62440,23096104,23097726,-,AT3G62450,23098019,23099070,+,293,arabidopsis,1327,0.137121865,,,
1339,3,AT3G62528,23131482,23131655,-,AT3G62530,23132122,23133298,+,467,arabidopsis,4543,0.080729327,,,
1340,3,AT3G62540,23133330,23135384,-,AT3G62550,23135630,23137173,+,246,arabidopsis,14006,0.025917218,,,
1341,3,AT3G62600,23150779,23153649,-,AT3G62610,23154630,23156585,+,981,arabidopsis,12751,0.08696375,,,
1342,3,AT3G62710,23197574,23200723,-,AT3G62720,23201032,23202988,+,309,arabidopsis,3062,0.07515556,,,
1343,3,AT3G62800,23225526,23227512,-,AT3G62810,23227622,23229027,+,110,arabidopsis,24824,0.11076549,,,
1344,3,AT3G62880,23244614,23246066,-,AT3G62890,23246129,23248063,+,63,arabidopsis,22537,0.162494974,,,
1345,3,AT3G62910,23257404,23260480,-,AT3G62920,23260597,23261297,+,117,arabidopsis,23343,-0.253027372,,,
1346,3,AT3G63060,23300290,23301865,-,AT3G63070,23302365,23309658,+,500,arabidopsis,23566,0.106639614,,,
1347,3,AT3G63120,23322359,23324283,-,AT3G63130,23324479,23326973,+,196,arabidopsis,25406,0.314088292,,,
1348,3,AT3G63160,23333399,23334034,-,AT3G63170,23334574,23336081,+,540,arabidopsis,25010,0.327262026,,,
1349,3,AT3G63190,23342550,23344801,-,AT3G63200,23345754,23347672,+,953,arabidopsis,24103,0.05769213,,,
1350,3,AT3G63250,23369781,23372823,-,AT3G63255,23372870,23373545,+,47,arabidopsis,8973,-0.157644851,,,
1351,3,AT3G63270,23375584,23377661,-,AT3G63280,23377976,23381590,+,315,arabidopsis,22986,0.302522793,,,
1352,3,AT3G63340,23391628,23398454,-,AT3G63350,23399236,23400812,+,782,arabidopsis,7920,-0.003892127,,,
1353,3,AT3G63360,23401166,23401679,-,AT3G63370,23401963,23405991,+,284,arabidopsis,6733,-0.435428357,,,
1354,3,AT3G63390,23411053,23411988,-,AT3G63400,23412024,23415659,+,36,arabidopsis,25691,0.346073323,,,
1355,3,AT3G63410,23415589,23417119,-,AT3G63420,23417249,23419024,+,130,arabidopsis,25598,0.144644844,,,
1356,3,AT3G63480,23440887,23444088,-,AT3G63490,23444203,23446355,+,115,arabidopsis,21828,-0.139369583,,,
1357,3,AT3G63500,23446230,23450284,-,AT3G63510,23450536,23452794,+,252,arabidopsis,23919,-0.17440272,,,
1358,3,AT3G66658,2094998,2099250,-,AT3G36659,2100021,2101402,+,771,arabidopsis,11050,-0.161798617,,,
1359,4,AT4G00026,10815,13359,-,AT4G00030,13527,14413,+,168,arabidopsis,25020,0.180427141,,,
1360,4,AT4G00232,100257,100844,-,AT4G00234,100919,101788,+,75,arabidopsis,1486,0.29814365,,,
1361,4,AT4G00250,112705,113982,-,AT4G00260,114971,117051,+,989,arabidopsis,1985,0.63945994,,,
1362,4,AT4G00290,122851,125591,-,AT4G00295,126509,128060,+,918,arabidopsis,1968,-0.132969919,,,
1363,4,AT4G00330,142570,145719,-,AT4G00335,145887,148424,+,168,arabidopsis,24762,-0.01437561,,,
1364,4,AT4G00500,225028,227396,-,AT4G00520,227650,231751,+,254,arabidopsis,24171,0.259565109,,,
1365,4,AT4G00585,250840,252598,-,AT4G00590,252766,255054,+,168,arabidopsis,23777,-0.121444583,,,
1366,4,AT4G00630,261246,268097,-,AT4G00650,268901,271503,+,804,arabidopsis,24157,0.288815329,,,
1367,4,AT4G00680,279596,281072,-,AT4G00690,281132,283612,+,60,arabidopsis,17064,0.296758811,,,
1368,4,AT4G00840,355211,357296,-,AT4G00850,357345,359337,+,49,arabidopsis,24099,0.265316986,,,
1369,4,AT4G00893,379793,381455,-,AT4G00895,381788,382643,+,333,arabidopsis,11515,-0.33844261,,,
1370,4,AT4G01037,451194,453243,-,AT4G01040,453347,455611,+,104,arabidopsis,25010,0.166673537,,,
1371,4,AT4G01310,543911,545566,-,AT4G01320,545796,549413,+,230,arabidopsis,25565,-0.113225126,,,
1372,4,AT4G01400,575756,577303,-,AT4G01410,578028,579287,+,725,arabidopsis,23987,0.10069731,,,
1373,4,AT4G01470,624786,625885,-,AT4G01480,626069,628070,+,184,arabidopsis,6866,0.123269289,,,
1374,4,AT4G01560,676982,679276,-,AT4G01570,679472,681940,+,196,arabidopsis,10380,0.256752056,,,
1375,4,AT4G01595,690726,691993,-,AT4G01600,692853,694381,+,860,arabidopsis,8818,-0.00559824,,,
1376,4,AT4G01735,752288,752873,-,AT4G01740,753422,755456,+,549,arabidopsis,5857,0.469441993,,,
1377,4,AT4G01880,810657,812930,-,AT4G01883,813048,815170,+,118,arabidopsis,23823,0.145171009,,,
1378,4,AT4G01910,824555,826857,-,AT4G01915,827216,828824,+,359,arabidopsis,19959,-0.305781346,,,
1379,4,AT4G01930,838677,840825,-,AT4G01935,841057,842364,+,232,arabidopsis,18318,-0.512868646,,,
1380,4,AT4G01990,871126,872920,-,AT4G01995,872923,874772,+,3,arabidopsis,24034,-0.139859449,,,
1381,4,AT4G02195,969994,972342,-,AT4G02200,972707,974692,+,365,arabidopsis,23919,0.307509241,,,
1382,4,AT4G02210,973924,976154,-,AT4G02220,976246,979163,+,92,arabidopsis,24300,0.156407697,,,
1383,4,AT4G02425,1067052,1068821,-,AT4G02430,1068974,1072263,+,153,arabidopsis,24004,0.122509376,,,
1384,4,AT4G02460,1076090,1080727,-,AT4G02465,1080962,1081680,+,235,arabidopsis,2753,0.110663343,,,
1385,4,AT4G02560,1123475,1128490,-,AT4G02570,1128515,1133774,+,25,arabidopsis,25460,0.400318768,,,
1386,4,AT4G02620,1149248,1151355,-,AT4G02630,1151611,1153409,+,256,arabidopsis,25420,-0.162028445,,,
1387,4,AT4G02680,1180923,1185012,-,AT4G02690,1185751,1187816,+,739,arabidopsis,7665,-0.078585552,,,
1388,4,AT4G02715,1200670,1203380,-,AT4G02725,1204013,1207436,+,633,arabidopsis,25367,0.206213214,,,
1389,4,AT4G02980,1319603,1321608,-,AT4G02990,1321758,1324062,+,150,arabidopsis,24685,0.123839413,,,
1390,4,AT4G03175,1402088,1402869,-,AT4G03180,1403117,1404937,+,248,arabidopsis,5092,0.321855688,,,
1391,4,AT4G03190,1404887,1407402,-,AT4G03200,1408159,1412756,+,757,arabidopsis,24390,-0.040079548,,,
1392,4,AT4G03240,1423238,1424772,-,AT4G03250,1424902,1428062,+,130,arabidopsis,24244,0.223344425,,,
1393,4,AT4G03440,1523947,1527628,-,AT4G03443,1527716,1528057,+,88,arabidopsis,21782,0.405166635,,,
1394,4,AT4G03600,1603638,1604628,-,AT4G03610,1604886,1607496,+,258,arabidopsis,18953,0.178861256,,,
1395,4,AT4G04790,2434869,2439403,-,AT4G04800,2439520,2441205,+,117,arabidopsis,22999,-0.092588981,,,
1396,4,AT4G05030,2576677,2577974,-,AT4G05040,2578594,2582290,+,620,arabidopsis,6139,-0.08676347,,,
1397,4,AT4G05200,2679723,2682384,-,AT4G05210,2682613,2685896,+,229,arabidopsis,12573,0.215693293,,,
1398,4,AT4G05390,2738531,2740927,-,AT4G05400,2741124,2742949,+,197,arabidopsis,25524,0.438781951,,,
1399,4,AT4G05410,2742932,2745635,-,AT4G05420,2746114,2753014,+,479,arabidopsis,25112,0.173860181,,,
1400,4,AT4G08310,5248806,5252327,-,AT4G08320,5252640,5255200,+,313,arabidopsis,25026,0.223582028,,,
1401,4,AT4G08869,5657228,5659574,-,AT4G08867,5659793,5660903,+,219,arabidopsis,1410,0.539865133,,,
1402,4,AT4G09012,5780311,5783464,-,AT4G09020,5783909,5789100,+,445,arabidopsis,20419,0.132471573,,,
1403,4,AT4G09649,6100561,6100698,-,AT4G09650,6100714,6101864,+,16,arabidopsis,14819,-0.15987029,,,
1404,4,AT4G09840,6190788,6191786,-,AT4G09850,6192361,6193182,+,575,arabidopsis,7113,0.374466851,,,
1405,4,AT4G09900,6221628,6224221,-,AT4G09920,6224344,6226116,+,123,arabidopsis,21371,0.339754806,,,
1406,4,AT4G09965,6244740,6245686,-,AT4G09970,6245916,6247792,+,230,arabidopsis,2071,0.122827159,,,
1407,4,AT4G10130,6319928,6321688,-,AT4G10140,6322313,6324694,+,625,arabidopsis,25072,0.164362065,,,
1408,4,AT4G10240,6368829,6369950,-,AT4G10250,6370338,6371372,+,388,arabidopsis,2403,0.359987243,,,
1409,4,AT4G10740,6617143,6618426,-,AT4G10750,6618676,6619939,+,250,arabidopsis,3454,-0.248676871,,,
1410,4,AT4G10790,6640546,6643149,-,AT4G10800,6643189,6645530,+,40,arabidopsis,24955,-0.052308181,,,
1411,4,AT4G11260,6851184,6853912,-,AT4G11270,6854233,6860902,+,321,arabidopsis,25649,-0.059056297,,,
1412,4,AT4G11385,6927087,6927678,-,AT4G11390,6927825,6930576,+,147,arabidopsis,1470,0.780190341,,,
1413,4,AT4G11560,6999869,7003493,-,AT4G11570,7004265,7006125,+,772,arabidopsis,25640,-0.161668877,,,
1414,4,AT4G11580,7006648,7007738,-,AT4G11590,7008603,7009796,+,865,arabidopsis,1627,0.333667642,,,
1415,4,AT4G11680,7053437,7055740,-,AT4G11690,7056202,7058064,+,462,arabidopsis,23836,0.277557143,,,
1416,4,AT4G12220,7283248,7283739,-,AT4G12230,7284474,7287578,+,735,arabidopsis,4637,0.014352944,,,
1417,4,AT4G12590,7450943,7453142,-,AT4G12600,7453196,7454546,+,54,arabidopsis,25761,0.433859306,,,
1418,4,AT4G12620,7459609,7462447,-,AT4G12640,7462532,7467870,+,85,arabidopsis,24488,0.382441536,,,
1419,4,AT4G12710,7484668,7486829,-,AT4G12720,7487225,7490127,+,396,arabidopsis,25082,0.152706391,,,
1420,4,AT4G12750,7497698,7504716,-,AT4G12760,7504795,7506279,+,79,arabidopsis,23994,0.334545541,,,
1421,4,AT4G12770,7506330,7511626,-,AT4G12780,7511943,7517067,+,317,arabidopsis,25727,0.676341504,,,
1422,4,AT4G12840,7533439,7536266,-,AT4G12850,7536913,7539048,+,647,arabidopsis,22391,0.240842418,,,
1423,4,AT4G12880,7544381,7545512,-,AT4G12890,7546292,7547642,+,780,arabidopsis,9424,-0.085014164,,,
1424,4,AT4G12930,7573107,7573746,-,AT4G12940,7574077,7574862,+,331,arabidopsis,1479,0.798206125,,,
1425,4,AT4G13200,7668067,7669250,-,AT4G13210,7669948,7673376,+,698,arabidopsis,17805,-0.133075704,,,
1426,4,AT4G13500,7856767,7857933,-,AT4G13510,7858183,7860288,+,250,arabidopsis,20437,-0.048215352,,,
1427,4,AT4G13560,7879558,7883926,-,AT4G13570,7884516,7885982,+,590,arabidopsis,16206,0.838804444,,,
1428,4,AT4G13820,8007950,8010858,-,AT4G13830,8010967,8012880,+,109,arabidopsis,23425,0.102833167,,,
1429,4,AT4G13870,8023237,8025592,-,AT4G13880,8025804,8028614,+,212,arabidopsis,22014,0.28052283,,,
1430,4,AT4G14080,8118537,8120358,-,AT4G14100,8120717,8122417,+,359,arabidopsis,3187,0.069491934,,,
1431,4,AT4G14090,8122188,8123835,-,AT4G14096,8124046,8126535,+,211,arabidopsis,23219,0.270470787,,,
1432,4,AT4G14110,8132880,8134988,-,AT4G14120,8135124,8137401,+,136,arabidopsis,20258,0.329403291,,,
1433,4,AT4G14170,8176144,8178200,-,AT4G14180,8178330,8184225,+,130,arabidopsis,19455,0.359122608,,,
1434,4,AT4G14210,8190190,8195320,-,AT4G14220,8195881,8198586,+,561,arabidopsis,25141,-0.126573243,,,
1435,4,AT4G14290,8225294,8230299,-,AT4G14300,8231002,8234281,+,703,arabidopsis,23435,0.165705016,,,
1436,4,AT4G14310,8236723,8240388,-,AT4G14315,8240847,8241341,+,459,arabidopsis,1992,0.276788704,,,
1437,4,AT4G14320,8241732,8243923,-,AT4G14330,8244053,8247494,+,130,arabidopsis,23027,0.138928357,,,
1438,4,AT4G14385,8286745,8288952,-,AT4G14390,8289610,8292203,+,658,arabidopsis,16908,-0.057577942,,,
1439,4,AT4G14490,8331803,8333579,-,AT4G14500,8334055,8337640,+,476,arabidopsis,23715,-0.022564858,,,
1440,4,AT4G14510,8336701,8341174,-,AT4G14520,8341244,8343262,+,70,arabidopsis,24059,0.221374636,,,
1441,4,AT4G14530,8343239,8344199,-,AT4G14540,8344349,8345324,+,150,arabidopsis,8543,-0.203220873,,,
1442,4,AT4G14820,8507268,8510113,-,AT4G14830,8510678,8511928,+,565,arabidopsis,23404,0.034116644,,,
1443,4,AT4G14960,8548417,8550495,-,AT4G14965,8551244,8553618,+,749,arabidopsis,25234,0.049204187,,,
1444,4,AT4G15010,8572785,8575340,-,AT4G15020,8575342,8578729,+,2,arabidopsis,25026,0.361363246,,,
1445,4,AT4G15640,8918968,8921994,-,AT4G15650,8922389,8923941,+,395,arabidopsis,2347,-0.092479392,,,
1446,4,AT4G15765,8975280,8977451,-,AT4G15770,8977895,8978944,+,444,arabidopsis,23168,-0.047452391,,,
1447,4,AT4G15780,8979819,8981829,-,AT4G15790,8982183,8984344,+,354,arabidopsis,24424,-0.022649543,,,
1448,4,AT4G15810,8989162,8992756,-,AT4G15820,8992970,8995188,+,214,arabidopsis,23067,0.592649673,,,
1449,4,AT4G15830,8995113,8996613,-,AT4G15840,8996834,9001039,+,221,arabidopsis,23790,-0.056890417,,,
1450,4,AT4G16155,9153570,9157133,-,AT4G16160,9157471,9158933,+,338,arabidopsis,7662,-0.251879884,,,
1451,4,AT4G16180,9165201,9171064,-,AT4G16190,9171280,9173667,+,216,arabidopsis,25406,-0.070479399,,,
1452,4,AT4G16265,9202250,9204147,-,AT4G16270,9205080,9206483,+,933,arabidopsis,17237,0.163539904,,,
1453,4,AT4G16470,9287499,9289612,-,AT4G16480,9290403,9293379,+,791,arabidopsis,24158,0.221637111,,,
1454,4,AT4G16500,9300721,9302434,-,AT4G16510,9302602,9305838,+,168,arabidopsis,24551,0.059005554,,,
1455,4,AT4G16566,9333620,9336072,-,AT4G16570,9336696,9340869,+,624,arabidopsis,22931,0.2804646,,,
1456,4,AT4G16690,9391964,9393650,-,AT4G16695,9394080,9395967,+,430,arabidopsis,23446,-0.060006259,,,
1457,4,AT4G16970,9551023,9555865,-,AT4G16980,9556783,9557939,+,918,arabidopsis,22348,-0.151939364,,,
1458,4,AT4G16983,9557002,9557821,-,AT4G16990,9558571,9565569,+,750,arabidopsis,21315,0.283753926,,,
1459,4,AT4G17040,9585283,9589376,-,AT4G17050,9589501,9592590,+,125,arabidopsis,25221,0.321335968,,,
1460,4,AT4G17170,9644574,9646408,-,AT4G17180,9646466,9648323,+,58,arabidopsis,24264,-0.240128528,,,
1461,4,AT4G17190,9648467,9650912,-,AT4G17200,9651108,9652253,+,196,arabidopsis,2010,-0.000210633,,,
1462,4,AT4G17280,9678625,9680389,-,AT4G17300,9681348,9684984,+,959,arabidopsis,19537,-0.330936354,,,
1463,4,AT4G17360,9703547,9705664,-,AT4G17370,9705845,9708342,+,181,arabidopsis,23383,0.584315816,,,
1464,4,AT4G17390,9714092,9715648,-,AT4G17410,9715761,9721932,+,113,arabidopsis,25457,-0.500588943,,,
1465,4,AT4G17430,9724710,9726834,-,AT4G17440,9727687,9729366,+,853,arabidopsis,23749,0.203605188,,,
1466,4,AT4G17530,9773548,9775676,-,AT4G17540,9775841,9777835,+,165,arabidopsis,24425,-0.210961485,,,
1467,4,AT4G17550,9777648,9779939,-,AT4G17560,9780224,9782183,+,285,arabidopsis,25186,-0.000355682,,,
1468,4,AT4G17720,9862365,9864663,-,AT4G17730,9865103,9867022,+,440,arabidopsis,25468,-0.13369507,,,
1469,4,AT4G17750,9869818,9871646,-,AT4G17760,9871761,9873398,+,115,arabidopsis,19682,0.11482936,,,
1470,4,AT4G18060,10026650,10030033,-,AT4G18070,10030529,10033044,+,496,arabidopsis,25063,0.345160856,,,
1471,4,AT4G18140,10046287,10049438,-,AT4G18150,10050211,10054031,+,773,arabidopsis,5705,-0.330356487,,,
1472,4,AT4G18230,10079998,10082057,-,AT4G18240,10082108,10087203,+,51,arabidopsis,25015,0.190440982,,,
1473,4,AT4G18360,10145895,10148764,-,AT4G18370,10148951,10151218,+,187,arabidopsis,20611,-0.452636327,,,
1474,4,AT4G18372,10151116,10152139,-,AT4G18375,10152402,10155428,+,263,arabidopsis,22768,0.338945241,,,
1475,4,AT4G18460,10195537,10196799,-,AT4G18465,10196954,10201787,+,155,arabidopsis,22448,0.166193358,,,
1476,4,AT4G18480,10201672,10203469,-,AT4G18490,10203598,10208769,+,129,arabidopsis,21290,-0.078651238,,,
1477,4,AT4G18520,10215096,10217214,-,AT4G18530,10217338,10220550,+,124,arabidopsis,24482,0.51021578,,,
1478,4,AT4G18580,10234667,10236057,-,AT4G18590,10236161,10237268,+,104,arabidopsis,23806,0.089243167,,,
1479,4,AT4G18740,10303343,10304624,-,AT4G18750,10304662,10307673,+,38,arabidopsis,23267,0.064268566,,,
1480,4,AT4G18990,10401777,10404393,-,AT4G19000,10405137,10407339,+,744,arabidopsis,2441,0.393530933,,,
1481,4,AT4G19010,10411466,10414324,-,AT4G19020,10414428,10421265,+,104,arabidopsis,23621,0.275806704,,,
1482,4,AT4G19080,10448624,10449796,-,AT4G19090,10449900,10452797,+,104,arabidopsis,21709,0.657396812,,,
1483,4,AT4G19130,10466407,10469329,-,AT4G19140,10469664,10471390,+,335,arabidopsis,22811,-0.113728486,,,
1484,4,AT4G19550,10659253,10661311,-,AT4G19560,10661387,10664716,+,76,arabidopsis,21314,0.370185889,,,
1485,4,AT4G20020,10844131,10846163,-,AT4G20030,10846286,10847392,+,123,arabidopsis,23953,0.126303405,,,
1486,4,AT4G20100,10873999,10874865,-,AT4G20110,10875233,10878730,+,368,arabidopsis,1422,-0.475262107,,,
1487,4,AT4G20330,10982517,10984521,-,AT4G20340,10984618,10988008,+,97,arabidopsis,24311,0.195723031,,,
1488,4,AT4G20835,11155537,11157106,-,AT4G20840,11157916,11159867,+,810,arabidopsis,8359,-0.280976019,,,
1489,4,AT4G20930,11198251,11201106,-,AT4G20935,11201864,11202683,+,758,arabidopsis,16296,0.055124827,,,
1490,4,AT4G20953,11209622,11211109,-,AT4G20960,11211244,11213696,+,135,arabidopsis,7069,-0.110090605,,,
1491,4,AT4G21010,11226286,11227363,-,AT4G21020,11228187,11229616,+,824,arabidopsis,1011,-0.066995115,,,
1492,4,AT4G21140,11277185,11278318,-,AT4G21150,11278403,11283885,+,85,arabidopsis,25713,0.161089099,,,
1493,4,AT4G21170,11286756,11288513,-,AT4G21180,11288892,11292389,+,379,arabidopsis,24853,0.326087666,,,
1494,4,AT4G21190,11292192,11294014,-,AT4G21192,11294134,11295543,+,120,arabidopsis,23478,0.10014997,,,
1495,4,AT4G21270,11329319,11334168,-,AT4G21280,11334352,11335815,+,184,arabidopsis,21353,-0.184201955,,,
1496,4,AT4G21310,11339048,11340085,-,AT4G21320,11340362,11342075,+,277,arabidopsis,21105,0.222349711,,,
1497,4,AT4G21710,11535404,11542405,-,AT4G21720,11542430,11544657,+,25,arabidopsis,24193,-0.158839398,,,
1498,4,AT4G21770,11563517,11566377,-,AT4G21780,11566990,11568494,+,613,arabidopsis,22166,-0.086224824,,,
1499,4,AT4G21810,11575096,11577254,-,AT4G21820,11577419,11584073,+,165,arabidopsis,21069,-0.261077996,,,
1500,4,AT4G21870,11603481,11604637,-,AT4G21880,11604986,11610651,+,349,arabidopsis,21791,0.152405878,,,
1501,4,AT4G21900,11616338,11619421,-,AT4G21902,11619735,11620201,+,314,arabidopsis,7825,0.023992077,,,
1502,4,AT4G22150,11731149,11732674,-,AT4G22160,11733032,11734146,+,358,arabidopsis,24540,0.220531093,,,
1503,4,AT4G22260,11769668,11772599,-,AT4G22270,11773221,11776039,+,622,arabidopsis,23845,-0.054998145,,,
1504,4,AT4G22305,11789327,11791207,-,AT4G22310,11791321,11793137,+,114,arabidopsis,24178,0.285821344,,,
1505,4,AT4G22490,11849653,11850436,-,AT4G22495,11851144,11853026,+,708,arabidopsis,10904,0.449385329,,,
1506,4,AT4G22660,11914981,11916171,-,AT4G22666,11917057,11917959,+,886,arabidopsis,3068,0.228180581,,,
1507,4,AT4G22840,11991497,11993809,-,AT4G22850,11993955,11996335,+,146,arabidopsis,23314,0.261650155,,,
1508,4,AT4G22880,12004726,12006209,-,AT4G22890,12006986,12009536,+,777,arabidopsis,19104,0.161389298,,,
1509,4,AT4G22920,12016420,12018643,-,AT4G22930,12018829,12021782,+,186,arabidopsis,25155,-0.195637428,,,
1510,4,AT4G23040,12075457,12078877,-,AT4G23050,12079859,12084362,+,982,arabidopsis,24640,0.288733684,,,
1511,4,AT4G23260,12167416,12170080,-,AT4G23270,12170955,12174297,+,875,arabidopsis,22456,0.451360094,,,
1512,4,AT4G23290,12177734,12180936,-,AT4G23300,12181625,12184774,+,689,arabidopsis,18740,0.849026231,,,
1513,4,AT4G23320,12189089,12191704,-,AT4G23330,12191851,12195159,+,147,arabidopsis,12921,0.039721903,,,
1514,4,AT4G23390,12217806,12219713,-,AT4G23400,12220641,12222468,+,928,arabidopsis,2352,0.084457383,,,
1515,4,AT4G23620,12314583,12316725,-,AT4G23630,12317036,12320074,+,311,arabidopsis,25251,-0.074480273,,,
1516,4,AT4G23780,12385944,12387182,-,AT4G23790,12387631,12389908,+,449,arabidopsis,5670,-0.103317515,,,
1517,4,AT4G23850,12403454,12408421,-,AT4G23860,12408950,12411678,+,529,arabidopsis,25463,-0.31257118,,,
1518,4,AT4G23880,12415585,12416691,-,AT4G23882,12417553,12418893,+,862,arabidopsis,7102,0.219547136,,,
1519,4,AT4G23890,12420414,12421464,-,AT4G23895,12422036,12426475,+,572,arabidopsis,24721,-0.21621167,,,
1520,4,AT4G23930,12435946,12436827,-,AT4G23940,12437108,12442030,+,281,arabidopsis,24443,0.155189637,,,
1521,4,AT4G24204,12561780,12562974,-,AT4G24210,12563279,12564482,+,305,arabidopsis,3727,0.151613743,,,
1522,4,AT4G24230,12566631,12568866,-,AT4G24231,12568875,12569024,+,9,arabidopsis,5609,0.025825256,,,
1523,4,AT4G24270,12581518,12587458,-,AT4G24275,12588378,12589277,+,920,arabidopsis,23954,0.078063149,,,
1524,4,AT4G24330,12603512,12606417,-,AT4G24340,12607371,12609252,+,954,arabidopsis,16058,0.153495205,,,
1525,4,AT4G24370,12611396,12612219,-,AT4G24380,12612378,12613719,+,159,arabidopsis,25315,0.360971829,,,
1526,4,AT4G24390,12613076,12616238,-,AT4G24400,12616979,12620714,+,741,arabidopsis,25134,0.209119896,,,
1527,4,AT4G24490,12655059,12658348,-,AT4G24500,12658433,12660667,+,85,arabidopsis,24804,0.525540713,,,
1528,4,AT4G24860,12801376,12808271,-,AT4G24880,12808342,12811745,+,71,arabidopsis,16941,0.200821764,,,
1529,4,AT4G24890,12811354,12814456,-,AT4G24900,12814806,12817622,+,350,arabidopsis,10735,-0.014667232,,,
1530,4,AT4G24930,12821178,12822497,-,AT4G24940,12823496,12826209,+,999,arabidopsis,24475,0.058941317,,,
1531,4,AT4G25110,12887474,12890262,-,AT4G25120,12890545,12898501,+,283,arabidopsis,20080,-0.114525931,,,
1532,4,AT4G25130,12898514,12900090,-,AT4G25140,12900430,12901577,+,340,arabidopsis,6823,0.149829695,,,
1533,4,AT4G25190,12914183,12916156,-,AT4G25200,12916926,12918110,+,770,arabidopsis,5387,-0.110888008,,,
1534,4,AT4G25225,12922887,12923431,-,AT4G25230,12923682,12929274,+,251,arabidopsis,25261,0.030414896,,,
1535,4,AT4G25290,12941242,12945052,-,AT4G25300,12945120,12946778,+,68,arabidopsis,23378,0.422834507,,,
1536,4,AT4G25380,12975848,12976638,-,AT4G25390,12977192,12979721,+,554,arabidopsis,18402,0.577328448,,,
1537,4,AT4G25540,13042455,13048262,-,AT4G25550,13048367,13051273,+,105,arabidopsis,20874,0.045948491,,,
1538,4,AT4G25570,13053661,13055800,-,AT4G25580,13056183,13058810,+,383,arabidopsis,12271,-0.139062498,,,
1539,4,AT4G25590,13058936,13060250,-,AT4G25600,13060612,13062680,+,362,arabidopsis,2285,0.157700626,,,
